Περιγραφή,Κωδικός,Έτος,Μήνας,Sales,Forecasts
MY HOME METRO ΥΓ ΑΠΟΡ ΜΑΣΣΑΛ 3L,ME002081,2022,Αύγουστος,384,340
MY HOME METRO ΥΓ ΑΠΟΡ ΜΑΣΣΑΛ 3L,ME002081,2022,Σεπτέμβριος,573,340
MY HOME METRO ΥΓ ΑΠΟΡ ΜΑΣΣΑΛ 3L,ME002081,2022,Οκτώβριος,608,340
MY HOME METRO ΥΓ ΑΠΟΡ ΜΑΣΣΑΛ 3L,ME002081,2022,Νοέμβριος,463,340
MY HOME METRO ΥΓ ΑΠΟΡ ΜΑΣΣΑΛ 3L,ME002081,2022,Δεκέμβριος,588,340
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Ιανουάριος,3744,2484
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Φεβρουάριος,6696,3204
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Μάρτιος,7164,3672
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Απρίλιος,4716,3888
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Μάιος,2658,3024
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Ιούνιος,2592,3240
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Ιούλιος,3780,2952
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Αύγουστος,0,3852
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Σεπτέμβριος,2448,2304
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Οκτώβριος,2768,2592
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Νοέμβριος,612,2952
TUBOFLO PWD DR HOT 100GR 3x30PCS GR/857106874,S51020,2022,Δεκέμβριος,0,2124
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Ιανουάριος,3908,1296
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Φεβρουάριος,3408,2064
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Μάρτιος,3024,2016
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Απρίλιος,4416,2448
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Μάιος,2208,2208
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Ιούνιος,1152,2160
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Ιούλιος,2064,1920
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Αύγουστος,0,2496
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Σεπτέμβριος,1680,1440
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Οκτώβριος,1248,1632
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Νοέμβριος,1536,1824
TUBOFLO PWD DR COLD 60GR 3x30PCS GR/8571016875,S51021,2022,Δεκέμβριος,0,1296
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Ιανουάριος,2017,65
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Φεβρουάριος,1430,1560
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Μάρτιος,2029,1560
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Απρίλιος,3151,1365
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Μάιος,1659,1625
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Ιούνιος,2450,1495
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Ιούλιος,2403,2145
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Αύγουστος,390,2340
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Σεπτέμβριος,4230,1820
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Οκτώβριος,5853,1755
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Νοέμβριος,3250,1885
TUBOFLO PWD DR HOT 6x10PCS 100GR BG/8571019312,S51025,2022,Δεκέμβριος,2424,1950
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Ιανουάριος,1616,448
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Φεβρουάριος,784,1344
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Μάρτιος,2636,1008
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Απρίλιος,937,896
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Μάιος,1568,1120
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Ιούνιος,1523,1456
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Ιούλιος,3320,1904
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Αύγουστος,0,1680
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Σεπτέμβριος,3248,1568
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Οκτώβριος,2104,1344
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Νοέμβριος,3889,1456
TUBOFLO PWD DR COLD 6x10PCS 60GR BG/8571019313,S51026,2022,Δεκέμβριος,3904,1680
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Ιανουάριος,1758,0
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Φεβρουάριος,2145,1673
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Μάρτιος,2370,2207
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Απρίλιος,4397,2009
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Μάιος,1539,2548
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Ιούνιος,1786,2136
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Ιούλιος,2557,2565
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Αύγουστος,1755,2672
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Σεπτέμβριος,4865,2564
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Οκτώβριος,5470,2565
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Νοέμβριος,3182,2506
TUBOFLO PWD DR HOT 6x10PCS 100GR SRB/8571016871,S51030,2022,Δεκέμβριος,5911,2083
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Ιανουάριος,1011,0
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Φεβρουάριος,2007,784
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Μάρτιος,448,1456
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Απρίλιος,2456,1568
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Μάιος,1108,1680
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Ιούνιος,1120,1568
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Ιούλιος,3261,1792
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Αύγουστος,0,1792
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Σεπτέμβριος,2555,1792
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Οκτώβριος,1684,1792
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Νοέμβριος,5472,1792
TUBOFLO PWD DR COLD 6x10PCS 60GR SRB/8571016872,S51031,2022,Δεκέμβριος,3075,1680
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Ιανουάριος,1728,3136
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Φεβρουάριος,1817,1743
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Μάρτιος,2811,1693
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Απρίλιος,1786,1774
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Μάιος,2383,2443
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Ιούνιος,3168,2112
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Ιούλιος,2215,3243
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Αύγουστος,1858,2812
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Σεπτέμβριος,3049,3262
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Οκτώβριος,3202,1912
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Νοέμβριος,2597,3162
ΕΥΡΗΚΑ CLASSIC 60GR SET 3+1 ΔΩΡΟ,000021,2023,Δεκέμβριος,1633,2381
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Ιανουάριος,1134,1086
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Φεβρουάριος,1323,946
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Μάρτιος,1167,1016
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Απρίλιος,1097,1316
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Μάιος,1962,1470
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Ιούνιος,888,1122
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Ιούλιος,1644,1716
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Αύγουστος,1362,1266
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Σεπτέμβριος,1422,1762
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Οκτώβριος,1483,1216
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Νοέμβριος,1670,1216
ΕΥΡΗΚΑ CL ΚΟΥΤΙ 750g 50% ΠΡΟΙΟΝ ΔΩΡΟ,000051,2023,Δεκέμβριος,923,962
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Ιανουάριος,332,310
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Φεβρουάριος,155,260
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Μάρτιος,257,200
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Απρίλιος,220,220
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Μάιος,433,190
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Ιούνιος,324,330
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Ιούλιος,328,290
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Αύγουστος,288,420
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Σεπτέμβριος,354,520
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Οκτώβριος,614,230
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Νοέμβριος,358,200
ΕΥΡΗΚΑ CL ΑΝΘΗ ΠΟΡΤ 60G SET 3+1 ΔΩΡΟ,000061,2023,Δεκέμβριος,207,130
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Ιανουάριος,520,310
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Φεβρουάριος,498,310
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Μάρτιος,321,270
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Απρίλιος,661,340
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Μάιος,577,440
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Ιούνιος,437,340
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Ιούλιος,395,490
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Αύγουστος,515,370
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Σεπτέμβριος,610,540
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Οκτώβριος,583,330
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Νοέμβριος,786,320
"ΕΥΡΗΚΑ ΥΠΕΡ/ΚΟ ΚΟΥΤΙ 1KG ΠΡΟΣ -2,0€",000403,2023,Δεκέμβριος,469,320
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Ιανουάριος,824,500
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Φεβρουάριος,687,2100
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Μάρτιος,1649,1150
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Απρίλιος,3068,850
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Μάιος,248,2350
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Ιούνιος,0,1200
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Ιούλιος,0,1250
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Αύγουστος,0,2800
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Σεπτέμβριος,0,1100
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Οκτώβριος,683,1200
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Νοέμβριος,665,850
SNOW WHT POWDER 120GR 24PCS,000842ROM,2023,Δεκέμβριος,1022,800
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Ιανουάριος,700,570
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Φεβρουάριος,508,550
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Μάρτιος,668,600
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Απρίλιος,667,700
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Μάιος,1146,900
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Ιούνιος,474,900
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Ιούλιος,843,1000
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Αύγουστος,711,930
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Σεπτέμβριος,793,700
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Οκτώβριος,630,900
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Νοέμβριος,605,850
ΕΥΡΗΚΑ SENSO 2 LT ΠΡΟΣΦΟΡΑΣ,001032,2023,Δεκέμβριος,441,850
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Ιανουάριος,246,200
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Φεβρουάριος,332,292
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Μάρτιος,303,180
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Απρίλιος,259,292
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Μάιος,466,350
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Ιούνιος,352,310
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Ιούλιος,439,472
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Αύγουστος,356,280
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Σεπτέμβριος,526,490
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Οκτώβριος,344,200
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Νοέμβριος,492,372
ΕΥΡΗΚΑ BRIGHT PRE WASH SPR 450ML,001260,2023,Δεκέμβριος,254,200
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Ιανουάριος,306,330
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Φεβρουάριος,343,360
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Μάρτιος,266,200
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Απρίλιος,258,300
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Μάιος,402,340
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Ιούνιος,489,450
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Ιούλιος,237,430
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Αύγουστος,324,340
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Σεπτέμβριος,411,370
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Οκτώβριος,286,240
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Νοέμβριος,293,420
"ΕΥΡ BLACK CARE 750ML ΠΡΟΣΦ -1,0€",002214,2023,Δεκέμβριος,334,320
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Ιανουάριος,463,360
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Φεβρουάριος,439,350
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Μάρτιος,789,400
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Απρίλιος,589,900
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Μάιος,1085,570
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Ιούνιος,1088,620
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Ιούλιος,1748,1300
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Αύγουστος,1627,1100
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Σεπτέμβριος,1109,1300
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Οκτώβριος,448,300
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Νοέμβριος,1485,350
"ΕΥΡΗΚΑ EXPRESS 900ML -0,5€",004106,2023,Δεκέμβριος,316,250
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Ιανουάριος,393,250
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Φεβρουάριος,302,390
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Μάρτιος,344,250
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Απρίλιος,408,340
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Μάιος,730,420
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Ιούνιος,522,550
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Ιούλιος,764,700
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Αύγουστος,778,450
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Σεπτέμβριος,584,450
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Οκτώβριος,527,500
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Νοέμβριος,379,400
ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 900ML/18M -1€,00426,2023,Δεκέμβριος,281,300
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Ιανουάριος,2060,1200
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Φεβρουάριος,1403,1750
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Μάρτιος,2308,1600
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Απρίλιος,1915,1500
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Μάιος,3555,2500
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Ιούνιος,1494,1100
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Ιούλιος,2112,1700
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Αύγουστος,2891,1400
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Σεπτέμβριος,2825,1900
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Οκτώβριος,3148,1700
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Νοέμβριος,2142,2100
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 1,8L/36M -2€",00526,2023,Δεκέμβριος,1970,1650
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Ιανουάριος,544,250
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Φεβρουάριος,477,580
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Μάρτιος,482,480
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Απρίλιος,413,280
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Μάιος,775,600
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Ιούνιος,315,500
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Ιούλιος,627,630
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Αύγουστος,680,530
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Σεπτέμβριος,758,500
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Οκτώβριος,977,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Νοέμβριος,770,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ ΛΕΒΑΝΤΑ 1,8L/36M -2€",00536,2023,Δεκέμβριος,595,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2023,Ιανουάριος,406,180
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2023,Φεβρουάριος,290,550
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2023,Μάρτιος,227,600
"ΕΥΡΗΚΑ ΜΑΣΣΑΛΙΑΣ 2,7L/54M -4€",00546,2023,Απρίλιος,411,300
